dz_2021_code,age_0_years,age_1_year,age_2_years,age_3_years,age_4_years,age_5_years,age_6_years,age_7_years,age_8_years,age_9_years,age_10_years,age_11_years,age_12_years,age_13_years,age_14_years,age_15_years,age_16_years,age_17_years,age_18_years,age_19_years,age_20_years,age_21_years,age_22_years,age_23_years,age_24_years,age_25_years,age_26_years,age_27_years,age_28_years,age_29_years,age_30_years,age_31_years,age_32_years,age_33_years,age_34_years,age_35_years,age_36_years,age_37_years,age_38_years,age_39_years,age_40_years,age_41_years,age_42_years,age_43_years,age_44_years,age_45_years,age_46_years,age_47_years,age_48_years,age_49_years,age_50_years,age_51_years,age_52_years,age_53_years,age_54_years,age_55_years,age_56_years,age_57_years,age_58_years,age_59_years,age_60_years,age_61_years,age_62_years,age_63_years,age_64_years,age_65_years,age_66_years,age_67_years,age_68_years,age_69_years,age_70_years,age_71_years,age_72_years,age_73_years,age_74_years,age_75_years,age_76_years,age_77_years,age_78_years,age_79_years,age_80_years,age_81_years,age_82_years,age_83_years,age_84_years,age_85_years
N20001920,3,4,2,4,4,3,15,6,10,13,11,7,10,13,15,8,8,13,10,6,3,2,5,7,7,3,5,1,1,3,4,2,4,8,1,4,1,4,5,8,10,7,8,6,11,6,13,8,8,18,13,15,15,14,11,11,11,5,8,8,5,9,4,9,1,4,2,1,6,3,5,3,4,3,2,2,2,1,1,0,1,0,1,0,0,5
N20001921,4,5,9,7,6,11,6,8,6,9,6,10,15,5,4,7,3,8,6,5,7,6,5,7,7,3,5,3,5,5,5,14,10,6,6,8,6,5,9,11,13,12,12,8,9,7,15,15,5,6,9,7,19,4,6,13,7,4,14,2,6,8,11,15,4,10,4,4,4,5,6,7,4,7,6,4,6,5,5,3,3,3,3,1,2,6
N20001922,5,9,5,4,9,5,5,5,2,4,6,6,5,8,6,4,9,9,7,0,4,7,5,11,4,9,4,2,3,5,11,2,7,6,5,0,10,1,6,3,7,2,9,6,5,3,2,6,7,5,11,9,11,6,9,10,9,7,12,14,8,9,5,5,4,10,6,5,10,4,1,5,5,4,1,3,4,4,3,2,3,3,5,1,1,16
N20001923,3,4,11,4,7,7,7,12,8,7,6,13,8,7,15,10,12,15,9,12,6,4,9,4,8,8,7,8,6,9,7,9,7,4,6,1,2,3,7,6,13,9,10,13,14,10,11,12,12,10,12,7,9,10,7,12,10,7,5,5,4,4,2,10,6,6,9,5,9,7,8,4,7,3,9,5,5,7,3,2,4,4,2,4,1,25
N20001924,7,11,9,7,8,9,8,6,3,8,11,8,11,1,5,9,10,9,11,2,8,5,8,6,9,7,11,9,7,9,11,6,6,10,9,9,9,12,13,7,7,4,8,7,9,9,9,9,7,7,11,10,12,8,7,9,2,9,10,5,4,5,5,3,3,3,5,3,1,2,6,3,3,7,5,1,2,2,5,2,4,0,1,1,3,4
N20001925,4,12,6,4,10,12,6,8,9,4,4,8,8,6,6,3,3,2,3,5,1,3,4,5,5,2,7,9,6,7,7,7,5,6,2,7,6,7,6,4,6,4,11,9,5,4,4,11,5,7,5,9,6,10,6,7,12,8,14,10,5,12,9,9,4,4,4,7,10,10,6,4,4,5,6,7,7,3,1,2,1,1,0,0,3,15
N20001926,5,3,4,4,2,3,6,5,2,6,7,5,8,5,8,3,5,3,6,2,5,1,4,4,8,4,2,1,1,3,3,3,7,8,4,4,6,6,5,7,6,3,3,9,9,2,9,5,4,3,3,10,10,8,4,10,11,10,2,7,6,10,5,6,5,4,3,9,6,5,1,0,3,12,3,7,5,4,6,3,6,4,3,2,3,20
N20001927,5,10,8,7,6,7,14,10,12,13,16,10,20,11,7,15,17,12,9,6,7,8,8,8,10,16,8,7,6,6,7,4,6,3,3,5,9,6,10,13,11,15,8,7,10,12,15,9,13,13,7,9,18,14,16,6,15,13,9,13,9,10,14,11,5,11,8,9,6,10,6,13,8,7,7,6,12,6,3,9,4,4,2,1,2,11
N20001928,8,2,8,4,6,3,5,8,10,5,2,7,7,4,10,6,5,9,2,3,2,1,1,0,4,3,7,2,4,3,3,5,3,2,5,7,10,9,3,7,6,2,6,8,4,7,6,2,4,7,11,4,8,7,10,14,8,5,6,7,6,6,2,8,8,8,6,4,6,7,7,2,5,8,7,2,1,3,2,3,0,0,2,2,1,5
N20001929,2,2,2,4,5,7,4,5,4,6,7,6,6,4,3,3,5,6,0,3,4,4,4,6,10,4,4,7,5,4,7,10,3,2,9,5,4,4,4,1,1,9,2,8,7,8,9,1,3,2,4,3,6,7,11,4,5,7,9,8,8,5,8,5,9,5,3,5,6,6,9,8,7,6,4,2,5,3,0,0,5,4,3,0,5,12
N20001930,1,5,2,1,5,3,5,5,6,7,7,4,1,8,4,2,5,4,3,2,1,2,4,3,4,0,2,2,5,4,4,2,3,5,6,6,6,4,7,2,6,2,4,4,7,3,6,5,9,2,3,4,5,5,4,9,5,6,7,2,6,2,2,5,8,3,4,2,4,2,3,8,5,5,4,0,4,3,2,0,5,2,0,2,2,14
N20001931,3,5,5,4,4,5,4,5,5,5,5,4,4,4,0,3,3,4,1,3,0,3,0,4,1,5,2,4,5,5,5,6,6,7,5,2,8,3,4,2,4,4,1,7,4,2,5,6,1,3,6,4,4,3,7,5,0,2,4,2,2,4,0,3,3,2,2,6,2,7,10,9,8,4,1,9,0,4,4,3,1,0,1,1,3,6
N20001932,5,3,7,2,4,4,5,3,11,6,3,5,5,0,8,5,5,3,8,6,5,0,5,6,8,8,7,8,5,6,5,3,4,9,7,8,3,3,7,5,5,8,8,4,4,3,5,3,5,8,12,13,10,14,9,9,4,8,7,16,8,16,10,9,12,6,6,6,4,9,6,9,3,4,8,8,5,10,5,2,1,3,3,3,0,5
N20001933,4,4,11,13,9,6,14,10,10,16,13,12,5,13,11,11,11,7,14,5,6,7,4,5,7,8,2,5,11,6,5,12,3,11,7,9,17,7,9,8,9,10,10,3,5,7,8,12,3,8,5,8,11,5,9,7,8,7,14,7,11,6,9,5,7,4,5,5,4,4,5,4,3,4,4,5,6,6,4,6,6,5,1,0,0,7
N20001934,9,19,14,14,12,11,13,15,17,11,9,18,3,5,11,5,6,4,5,4,5,2,7,8,9,9,14,8,13,13,12,20,15,11,23,26,10,16,15,13,13,8,16,8,5,7,6,5,3,6,4,5,4,5,4,0,3,1,0,2,1,2,6,1,5,2,0,3,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0
N20001935,4,3,0,7,4,5,8,10,12,9,5,14,5,6,7,10,7,4,7,4,7,8,10,5,4,5,3,7,6,6,4,4,3,7,5,10,5,6,7,9,13,10,13,10,10,7,10,9,8,5,8,9,7,10,17,8,10,5,11,6,7,9,9,8,9,8,5,8,8,6,9,11,10,6,7,8,8,3,7,5,6,0,5,2,4,18
N20001936,7,10,4,7,8,5,10,9,8,3,3,5,6,10,9,10,11,17,8,9,6,5,6,6,6,10,5,5,8,3,8,3,3,5,6,9,5,2,3,8,8,9,9,12,13,7,11,11,8,2,8,9,10,10,15,7,16,11,4,11,8,7,8,4,6,8,13,8,9,7,10,10,6,4,5,8,4,11,5,6,4,0,3,3,2,11
N20001937,8,4,6,6,7,2,9,5,5,8,1,4,7,5,11,6,7,8,11,6,7,6,6,8,1,6,3,7,1,7,6,1,7,3,7,2,3,3,3,3,3,2,8,8,9,8,6,9,8,2,5,10,6,11,15,9,11,9,7,4,3,3,2,6,8,2,4,5,7,7,2,3,5,5,5,4,4,2,1,2,5,5,1,1,0,5
N20001938,6,3,8,10,3,6,11,4,7,10,7,4,7,10,5,7,4,6,9,5,8,8,5,9,6,9,4,7,6,3,4,7,7,4,6,4,2,5,5,3,3,10,7,8,6,5,7,9,11,11,8,5,9,10,5,9,8,11,4,6,4,4,4,5,3,3,2,3,5,3,2,2,0,1,4,0,3,3,0,0,0,2,0,1,0,3
N20001939,12,5,10,8,4,5,9,4,5,7,4,4,4,7,6,4,4,3,1,1,0,2,2,4,2,5,8,10,9,18,12,10,4,8,12,6,5,4,6,2,8,5,0,10,1,4,2,6,5,3,2,3,6,2,5,1,5,2,3,2,4,0,2,2,5,2,3,1,2,1,1,1,1,1,1,0,1,2,3,1,3,2,3,1,2,9
N20001940,3,4,2,1,4,2,5,2,0,2,3,1,2,2,5,6,1,5,2,2,1,3,3,1,2,7,3,1,2,2,4,0,3,4,1,2,2,1,2,1,1,2,2,3,6,0,4,1,6,3,2,4,3,0,6,6,5,3,6,6,0,5,2,5,7,1,2,4,4,5,4,6,6,2,3,2,4,3,2,3,2,3,1,1,2,4
N20001941,4,5,4,4,3,6,4,1,5,5,6,2,3,6,7,3,4,6,3,2,2,3,4,2,4,3,3,2,0,8,4,3,3,6,3,6,4,4,1,4,2,4,7,5,3,6,7,9,8,8,6,6,4,10,6,9,7,2,7,4,2,4,3,12,9,5,6,6,6,4,5,2,2,4,3,6,5,4,1,3,2,3,3,2,0,9
N20001942,4,6,4,8,6,12,8,13,12,9,14,9,12,10,10,9,8,10,11,9,7,7,3,10,18,12,4,6,7,4,5,5,5,7,5,8,3,9,8,6,8,9,5,9,15,6,12,6,11,22,23,9,13,10,7,5,12,8,3,1,6,3,7,1,2,3,5,2,3,2,3,4,1,3,1,1,4,2,2,4,1,1,3,1,0,4
N20001943,1,1,0,1,3,3,1,4,0,6,1,3,2,3,2,1,8,8,2,1,5,1,2,3,4,0,7,1,1,2,1,4,3,2,1,1,2,4,3,3,1,6,2,2,0,8,2,8,3,7,5,1,4,3,3,1,0,3,1,0,5,0,1,4,5,1,3,3,5,4,8,5,3,7,14,4,0,4,0,0,2,0,0,2,1,7
N20001944,4,5,8,7,4,6,7,5,8,2,3,10,3,5,1,5,3,9,1,5,5,4,10,9,4,5,6,9,8,12,7,1,4,10,6,10,4,3,8,3,6,3,5,2,6,3,7,8,1,3,7,4,9,7,11,6,2,10,12,9,10,11,5,9,5,4,2,5,10,10,6,9,3,6,7,6,4,8,6,3,4,1,3,0,0,8
N20001945,0,7,1,6,5,3,6,11,5,10,7,5,11,7,9,3,6,8,7,7,4,3,6,3,1,4,4,2,0,1,3,1,6,7,6,8,2,5,5,2,8,9,3,8,8,5,11,8,5,4,9,6,2,13,14,9,3,5,4,8,1,3,6,4,3,2,3,5,5,3,1,0,2,2,5,3,1,0,1,3,1,3,1,3,1,6
N20001946,17,18,12,17,17,16,17,14,16,21,16,16,16,13,20,10,13,13,12,7,7,6,6,10,13,6,12,12,3,10,13,12,14,16,21,12,10,21,13,12,9,16,14,13,9,13,10,10,10,11,11,10,15,16,16,9,8,7,11,9,5,2,5,2,4,3,1,7,6,4,5,5,5,5,0,1,7,4,1,0,1,1,4,1,1,2
N20001947,9,5,8,10,9,8,8,10,16,10,10,8,12,14,9,13,9,14,7,9,6,4,8,5,7,7,7,5,4,1,4,5,11,9,8,4,13,8,11,7,5,13,5,3,7,12,8,11,10,11,9,14,12,12,5,5,9,5,8,6,3,1,3,5,4,4,4,5,6,2,6,7,11,7,4,3,2,5,6,5,1,2,1,2,0,7
N20001948,10,10,8,7,7,7,7,7,7,7,9,5,9,8,8,5,11,9,8,7,6,5,6,7,8,10,4,5,4,5,6,6,10,11,9,9,4,9,7,9,9,7,12,5,7,5,8,7,10,9,10,7,13,7,9,12,14,8,16,17,10,6,6,7,13,15,8,2,6,8,10,10,9,5,7,7,8,4,3,2,4,3,5,2,2,12
N20001949,6,4,11,6,9,11,9,9,13,13,12,17,12,20,13,14,10,12,14,12,9,8,3,7,12,6,5,9,7,7,12,7,15,8,9,13,6,14,12,9,12,8,6,10,11,12,11,13,14,16,11,13,10,16,17,10,14,9,14,9,9,14,10,8,9,15,10,10,9,11,10,6,7,6,6,12,6,4,7,8,5,2,3,5,1,13
N20001950,7,9,5,7,6,5,6,2,6,6,3,8,7,7,7,3,5,6,4,6,6,6,8,13,4,11,4,2,5,6,3,8,6,6,3,11,7,8,11,7,8,4,5,7,6,4,8,7,9,6,10,9,13,8,6,10,12,11,7,3,13,9,5,7,7,7,7,10,8,8,9,7,10,4,7,4,7,1,4,4,8,1,1,3,1,1
N20001951,3,5,8,5,6,5,5,9,6,7,5,5,5,6,6,3,10,12,5,5,3,7,11,0,6,3,3,8,3,5,4,3,5,7,6,4,6,3,4,9,10,5,11,8,7,4,7,4,9,9,4,9,7,5,11,6,10,8,8,10,9,12,13,12,7,3,11,12,3,5,10,8,10,8,5,9,5,8,5,6,6,3,2,0,1,7
N20001952,10,10,9,15,7,10,6,13,2,11,6,15,11,5,10,7,6,3,10,10,4,3,5,11,10,10,10,8,3,12,12,10,3,8,17,13,6,6,3,4,11,8,6,3,8,6,3,5,5,6,7,9,4,7,6,7,3,10,6,6,6,7,7,5,3,6,8,6,11,3,4,5,2,3,6,1,4,2,3,0,0,2,1,3,2,10
N20001953,7,9,5,8,4,5,10,5,6,5,5,9,9,2,8,8,10,3,7,2,4,3,6,3,2,4,5,3,5,3,6,6,2,5,11,9,9,9,4,6,3,7,7,5,12,5,5,6,9,7,7,6,8,7,5,5,8,8,6,2,4,6,4,2,2,5,2,6,3,2,7,2,2,4,4,1,1,0,0,1,2,1,2,0,1,8
N20001954,8,13,8,15,7,8,10,9,9,10,4,10,10,8,7,9,9,8,7,10,6,7,8,8,7,7,5,9,11,8,7,4,9,7,7,8,8,6,16,15,3,5,10,5,11,3,4,4,7,8,11,12,7,17,16,7,17,8,7,14,16,10,8,8,6,7,9,5,6,3,5,3,8,3,6,4,2,3,2,4,0,3,4,0,1,17
N20001955,4,2,8,9,15,15,12,9,12,9,13,14,12,13,5,5,9,5,6,6,9,2,8,6,8,6,8,7,3,6,8,4,9,10,11,10,15,5,10,6,10,9,11,11,14,11,8,6,12,13,11,16,9,12,7,9,6,8,3,7,3,2,7,9,5,2,4,5,0,3,2,0,2,2,8,4,2,9,3,4,0,2,1,1,3,3
N20001956,8,6,5,6,8,6,7,8,6,6,7,5,8,5,7,9,5,10,10,14,8,13,14,12,10,8,4,8,4,4,12,3,3,5,6,2,8,5,7,2,5,6,3,3,5,8,3,4,11,12,9,12,10,8,13,20,17,10,13,9,5,8,10,8,9,10,5,1,4,6,9,4,4,0,2,3,1,3,1,4,4,3,3,1,4,12
N20001957,1,2,2,6,2,1,2,6,4,3,4,0,4,4,0,3,2,3,3,2,1,3,2,1,8,3,2,4,3,6,3,4,2,3,1,3,2,5,4,3,0,0,0,2,4,2,4,4,5,2,4,2,3,7,5,5,3,2,6,5,2,1,2,0,4,1,0,3,2,2,1,1,2,1,4,4,0,5,0,1,2,4,4,1,0,6
N20001958,5,2,4,1,1,3,1,3,2,2,3,3,2,2,1,2,0,0,0,3,4,5,1,0,1,4,3,6,3,5,3,3,6,4,6,4,3,3,3,5,2,2,3,0,0,1,1,4,5,3,1,5,0,4,0,5,5,3,2,4,4,3,2,3,4,5,2,4,0,4,0,3,4,1,0,2,3,2,3,1,1,2,0,0,0,5
N20001959,8,6,7,8,7,10,7,5,9,7,9,9,5,9,6,6,10,5,5,6,4,5,5,7,6,3,4,6,3,6,4,4,3,5,8,6,11,5,8,9,9,9,6,7,1,7,3,9,6,6,10,4,8,8,6,5,9,4,3,7,6,5,8,10,7,8,4,7,8,4,9,8,4,9,4,2,4,4,0,1,6,7,3,1,4,10
N20001960,8,4,5,7,4,8,7,5,6,7,5,7,7,8,8,8,7,6,3,1,6,3,4,3,5,3,3,3,6,5,4,4,3,5,6,5,5,8,5,4,8,4,8,5,4,11,6,6,5,13,5,9,12,4,5,5,9,9,2,2,2,4,2,1,0,3,2,5,4,5,5,2,5,6,3,4,4,3,1,2,5,1,1,2,1,8
N20001961,7,7,7,5,5,4,4,2,7,9,4,8,4,8,6,9,6,4,7,4,5,10,3,2,7,4,7,6,3,9,6,13,4,11,8,5,4,4,7,7,12,14,5,4,6,8,5,7,13,7,10,8,8,6,10,9,9,9,7,3,16,4,11,10,7,8,8,4,7,9,6,5,6,6,3,10,4,6,3,3,4,1,3,0,1,7
N20001962,5,2,6,8,7,8,10,6,11,9,3,10,9,13,6,11,9,12,3,2,2,4,5,4,8,4,4,12,2,9,4,5,3,5,5,3,4,8,8,7,3,10,10,5,4,5,11,10,8,10,13,7,7,13,9,7,8,7,1,6,8,4,6,7,4,6,2,7,2,3,4,3,2,2,2,6,3,2,3,0,0,2,3,0,1,10
N20001963,2,6,1,2,1,3,3,3,2,3,2,4,2,4,4,6,1,9,8,3,5,7,3,5,5,4,5,2,2,1,1,4,5,6,0,3,1,1,5,2,8,1,3,6,8,4,7,5,3,4,5,6,7,4,8,6,6,9,12,7,10,3,2,3,4,4,7,7,8,3,3,3,0,4,6,1,4,2,4,0,7,1,1,1,1,10
N20001964,15,10,7,9,6,5,4,10,4,7,11,9,7,7,5,8,12,7,8,7,5,4,3,1,4,4,0,4,7,6,10,8,11,8,5,7,8,3,3,10,8,6,8,2,11,4,9,6,4,12,5,4,4,3,4,5,2,7,5,2,3,3,2,5,2,2,3,1,2,1,3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
N20001965,5,3,1,2,2,1,2,1,0,1,1,1,0,0,3,0,1,0,0,1,1,0,3,6,5,3,12,7,7,5,5,9,9,11,2,11,5,0,1,1,3,2,2,1,2,2,4,3,3,7,4,3,2,3,4,5,4,2,3,1,4,4,3,5,1,3,4,4,4,4,3,0,1,0,2,2,1,1,0,2,3,3,2,2,2,4
N20001966,6,1,5,8,4,8,7,6,5,12,5,6,8,6,7,11,10,5,3,6,3,9,5,12,9,8,7,7,6,2,3,4,5,8,8,7,5,3,7,5,2,4,7,10,8,6,5,6,7,9,11,6,7,10,15,11,6,10,2,11,16,6,11,11,4,11,8,14,11,9,5,6,6,7,7,8,7,5,2,7,5,8,1,2,5,12
N20001967,18,16,14,6,17,20,13,13,11,14,15,18,13,8,8,10,12,7,8,2,2,2,5,1,6,6,4,11,10,16,20,12,7,15,16,12,7,9,9,8,9,8,20,9,9,8,6,10,3,4,2,3,7,11,7,8,5,2,8,3,7,1,0,3,1,0,2,0,2,3,0,3,4,1,4,0,1,0,0,0,2,1,2,0,0,1
N20001968,3,9,5,3,7,8,9,4,6,8,6,3,12,6,9,7,5,9,6,8,2,4,7,4,7,4,3,4,7,4,6,3,4,2,4,8,8,8,3,8,2,6,7,4,5,6,6,5,8,12,3,8,7,2,10,9,8,3,5,6,2,4,2,8,3,4,5,3,3,2,4,2,7,3,1,4,2,2,0,1,2,0,2,0,1,0
N20001969,1,3,3,4,3,4,4,5,4,4,4,4,2,3,1,1,3,3,6,1,4,4,4,4,5,6,6,5,2,13,10,2,7,5,2,8,7,6,5,6,7,2,4,5,4,3,4,3,3,2,3,5,11,3,7,4,3,6,8,4,4,8,5,5,4,3,7,6,4,3,2,2,3,2,2,1,3,2,5,5,1,2,1,2,0,11
N20001970,3,2,1,4,4,3,5,1,4,9,6,6,6,9,5,5,6,9,12,6,2,4,10,6,3,8,5,3,2,3,4,4,3,4,4,5,6,4,4,10,7,6,9,3,6,6,9,4,1,5,9,6,5,12,9,11,8,4,7,5,8,9,3,2,1,2,1,1,1,6,3,6,3,3,4,4,0,3,1,3,0,1,2,4,0,12
N20001971,6,6,6,6,6,6,8,6,7,11,10,10,12,7,8,12,7,11,10,8,7,5,14,9,13,14,9,11,7,8,5,4,6,8,4,5,6,6,11,11,6,6,6,13,11,7,8,8,9,7,16,8,8,9,10,12,9,10,10,5,12,12,7,10,9,9,12,9,4,11,9,9,7,5,6,6,5,2,3,6,3,1,1,1,4,12
N20001972,5,2,4,4,4,1,5,4,4,3,1,3,5,6,4,5,4,1,2,3,2,4,5,5,5,4,3,5,5,6,6,5,8,8,6,8,2,4,4,6,5,3,4,7,5,5,3,3,3,6,8,5,2,3,4,6,4,5,4,3,10,2,7,4,13,6,5,3,6,3,8,3,3,5,1,8,4,2,4,2,2,4,1,4,2,10
N20001973,8,9,8,14,6,12,4,4,10,9,8,8,5,9,8,8,5,7,6,4,3,8,6,5,6,8,6,4,5,4,9,2,4,3,9,5,2,8,5,5,9,3,2,6,4,1,3,5,6,3,5,9,8,10,3,8,2,1,6,5,4,3,3,3,3,6,4,2,1,2,4,4,2,2,4,1,0,2,0,3,0,1,1,0,0,6
N20001974,3,3,4,2,1,9,1,4,1,9,7,6,7,3,3,6,6,4,8,5,3,11,7,7,9,6,3,2,5,2,3,3,5,2,3,2,2,8,4,3,5,5,4,2,8,5,4,7,6,6,10,9,11,5,2,10,5,2,5,4,3,2,3,4,1,6,4,8,9,11,6,1,7,4,7,11,9,5,6,2,8,7,1,4,1,5
N20001975,1,1,1,6,4,4,1,1,1,3,0,5,3,4,4,3,5,6,2,3,2,4,4,3,4,6,5,2,2,3,4,3,3,7,3,8,7,3,4,4,2,3,4,8,3,9,4,1,4,4,10,8,3,5,4,5,6,6,12,9,7,5,5,5,8,3,7,6,4,4,10,1,2,3,5,4,5,3,2,4,1,2,3,4,3,21
N20001976,6,5,5,2,1,8,5,3,2,4,5,4,3,6,5,12,3,8,2,4,4,3,7,7,4,13,12,5,7,10,5,6,10,5,6,8,7,3,6,9,12,3,3,5,4,5,5,10,14,10,3,5,10,5,6,8,2,11,14,12,10,9,10,3,8,5,6,8,10,6,12,9,12,11,13,4,5,2,3,5,4,3,4,2,3,14
N20001977,4,7,9,7,7,8,9,2,9,4,5,5,8,4,2,7,4,5,5,6,7,3,4,4,11,12,4,3,6,3,5,11,8,5,5,9,8,11,4,5,3,13,6,6,8,9,4,9,5,7,7,4,6,10,6,5,5,9,7,11,3,6,5,8,11,4,7,6,9,6,4,6,11,7,11,5,2,6,4,0,2,0,1,0,0,6
N20001978,2,8,8,8,9,6,5,4,1,6,13,7,11,4,5,17,2,5,5,8,6,4,7,5,7,6,5,6,6,8,5,6,3,4,7,5,9,2,8,6,4,7,4,12,5,8,7,10,5,4,7,4,5,6,9,7,9,5,6,12,4,5,1,6,3,2,5,7,6,5,4,2,4,3,1,3,3,3,2,3,3,0,2,2,3,10
N20001979,6,6,4,7,4,4,8,5,2,10,5,7,6,6,8,6,4,2,3,8,3,2,4,4,3,7,8,4,3,5,7,6,6,4,7,7,5,2,2,3,4,6,4,7,3,4,6,2,9,9,6,1,5,10,6,3,9,9,12,5,10,4,4,7,7,8,6,6,5,2,5,3,4,1,5,0,1,2,4,4,0,3,1,3,3,12
N20001980,3,6,3,1,4,5,1,6,1,2,2,2,5,5,5,1,1,6,1,0,1,6,3,6,4,5,7,3,1,7,1,6,3,3,4,2,5,6,6,6,6,2,5,3,2,5,5,6,7,5,4,3,0,6,4,9,11,10,11,8,8,8,7,13,8,8,9,11,7,8,9,6,7,9,6,12,10,13,7,10,10,9,7,6,4,54
N20001981,6,2,6,6,5,4,7,6,3,4,4,3,6,3,6,8,6,9,11,10,2,6,5,5,3,8,5,3,4,1,4,3,2,4,0,2,4,5,0,3,3,6,4,4,7,6,5,8,7,11,9,9,8,13,9,5,9,4,3,4,3,3,8,3,1,6,1,4,0,2,3,1,0,2,4,7,8,9,1,6,2,5,2,0,1,8
N20001982,7,5,9,6,5,5,7,7,6,5,6,5,8,4,5,7,6,9,5,4,7,11,3,9,6,7,6,5,2,5,5,7,10,1,11,2,7,8,9,7,6,2,7,6,5,1,10,5,4,6,8,10,6,11,11,13,6,5,3,8,6,2,7,8,7,3,3,6,3,2,4,7,3,2,5,5,5,3,2,2,3,2,6,2,2,7
N20001983,12,5,9,3,10,5,8,7,17,7,6,7,5,11,13,11,7,8,6,4,5,3,12,7,6,3,4,5,6,9,4,2,3,11,6,6,6,3,10,6,7,5,10,7,3,10,9,7,9,9,10,9,11,3,7,1,5,9,11,3,8,4,4,3,6,3,1,7,4,3,4,6,7,11,2,4,1,1,1,2,2,2,1,3,3,3
N20001984,4,9,6,5,0,9,10,9,10,8,8,5,7,7,8,2,5,3,5,5,6,3,3,2,8,5,4,6,5,4,5,6,2,5,9,4,14,5,10,2,4,6,5,9,5,4,4,5,10,7,7,11,2,7,8,7,6,9,8,8,6,5,6,10,5,9,5,4,4,2,1,1,6,8,4,4,2,3,1,2,1,0,3,0,2,7
N20001985,8,4,9,5,6,11,9,13,7,15,11,6,7,11,4,5,5,3,3,6,7,5,3,0,11,7,5,2,3,5,7,4,12,8,11,9,10,8,13,11,11,4,7,3,8,8,6,4,1,5,1,3,7,5,2,3,3,6,4,4,5,4,4,3,2,2,2,1,2,1,1,2,3,0,0,4,2,2,4,3,1,2,4,0,1,1
N20001986,8,9,7,9,7,6,6,5,8,6,5,11,6,5,10,10,7,10,4,6,4,2,9,9,7,8,4,7,12,9,9,9,10,6,4,8,7,6,12,4,6,9,14,14,8,5,10,7,6,8,6,11,9,15,12,11,13,12,9,8,17,12,14,12,15,13,12,11,8,8,12,6,4,6,9,5,7,3,3,1,3,4,4,4,0,3
N20001987,3,3,6,3,6,3,7,4,6,11,5,11,4,4,5,10,9,8,7,7,8,7,7,14,10,14,11,10,6,6,7,6,9,5,6,5,6,7,6,8,6,9,5,4,10,10,7,8,11,11,12,6,16,8,10,17,16,10,16,9,14,12,11,13,7,7,12,10,7,11,6,8,13,15,9,9,11,8,8,9,6,4,8,6,7,52
N20001988,14,13,9,9,13,11,12,9,12,8,12,11,9,14,15,8,11,9,9,11,11,11,12,10,9,10,4,10,7,7,4,6,8,11,7,9,7,11,11,1,15,10,11,6,9,9,10,9,17,11,7,13,11,8,9,5,14,10,7,17,9,7,6,15,5,6,8,6,4,6,6,10,7,4,3,6,10,6,4,4,5,5,0,5,5,9
N20001989,12,11,9,13,10,10,12,7,8,12,7,9,9,10,7,10,3,12,14,9,3,9,11,9,11,11,5,6,13,9,8,8,13,7,13,6,7,9,11,8,8,6,11,4,11,7,6,10,10,8,13,10,12,15,11,11,4,12,12,19,7,4,8,9,12,8,11,3,5,3,11,6,4,3,8,1,10,4,6,1,2,1,4,1,1,12
N20001990,13,11,13,7,12,5,5,10,8,4,12,13,16,9,6,14,11,7,22,8,5,8,9,11,12,13,7,11,10,10,8,11,4,10,8,8,8,17,7,12,8,16,8,3,9,7,8,11,14,15,12,11,20,16,8,9,13,12,5,15,13,12,5,8,14,10,11,5,5,5,10,5,6,7,5,7,9,6,7,4,4,5,5,6,1,12
N20001991,5,4,4,8,5,4,5,3,6,8,9,2,7,6,9,4,5,5,11,4,7,9,6,10,10,8,7,6,0,3,2,4,0,1,4,4,5,8,6,5,3,8,2,4,6,1,5,9,11,8,7,10,8,9,15,3,7,8,11,9,7,7,5,4,9,4,3,0,4,2,4,4,1,3,4,2,6,7,5,2,3,2,4,1,2,10
N20001992,4,6,8,5,6,7,13,7,9,6,8,7,6,7,9,5,5,8,6,2,3,3,5,6,5,2,3,6,0,3,5,7,7,6,8,6,2,2,1,3,3,6,11,7,6,5,7,6,7,6,7,7,11,4,2,6,6,3,6,4,5,0,5,5,4,3,2,0,2,3,9,2,2,3,1,4,1,5,4,4,1,3,4,4,1,10
N20001993,2,6,3,5,3,2,6,2,0,2,2,3,4,1,2,2,3,2,2,3,4,2,6,3,6,4,4,4,3,0,1,2,2,3,0,5,2,1,1,1,3,3,3,4,3,4,2,2,2,2,1,7,3,5,4,6,1,2,12,3,3,4,1,3,1,2,2,3,4,4,3,1,2,2,2,3,2,0,0,0,3,5,1,1,2,6
N20001994,4,3,4,4,7,5,4,8,4,5,5,5,7,9,7,13,6,14,6,10,11,5,10,6,11,6,8,2,4,3,7,6,6,3,8,5,5,4,2,5,7,5,2,4,5,6,7,15,12,10,14,18,16,11,8,13,7,15,9,4,5,6,4,2,4,3,7,5,5,1,4,5,2,2,3,6,6,4,2,1,2,1,1,0,1,3
N20001995,3,5,4,5,6,7,2,3,4,13,8,9,9,10,11,12,7,11,13,8,6,8,10,8,9,6,7,5,2,1,4,9,2,4,8,7,1,3,7,3,5,7,9,14,11,6,10,8,14,17,10,8,5,5,9,6,8,3,3,3,3,4,1,3,3,1,1,4,5,1,2,1,1,1,1,1,3,3,2,1,1,0,4,0,0,3
